OTU,Size,Taxonomy
Otu0132,831,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Pochonia(100);s__Pochonia_bulbillosa(100);
Otu0133,823,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);
Otu0134,805,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Auriscalpiaceae(100);g__Lentinellus(100);s__Lentinellus_cochleatus(100);
Otu0135,800,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);o__Xylariales_unclassified(100);o__Xylariales_unclassified(100);o__Xylariales_unclassified(100);
Otu0136,788,k__Fungi(100);p__Ascomycota(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);
Otu0137,783,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_clonocystis(100);
Otu0138,781,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu0139,781,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);g__Ilyonectria(100);s__Ilyonectria_mors-panacis(100);
Otu0140,776,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Teratosphaeriaceae(98);f__Teratosphaeriaceae_unclassified(98);f__Teratosphaeriaceae_unclassified(98);
Otu0141,775,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(99);
Otu0142,770,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mucorales(100);f__Umbelopsidaceae(100);g__Umbelopsis(100);s__Umbelopsis_sp(100);
Otu0143,765,k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Stereocaulaceae(100);g__Lepraria(100);s__Lepraria_oxybapha(100);
Otu0144,748,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0145,746,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(100);f__Nectriaceae_unclassified(100);
Otu0146,743,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(97);o__Capnodiales_unclassified(97);o__Capnodiales_unclassified(97);
Otu0147,729,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__unclassified_Hyaloscyphaceae(100);s__Hyaloscyphaceae_sp(100);
Otu0148,727,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Ganodermataceae(100);g__Ganoderma(100);g__Ganoderma_unclassified(100);
Otu0149,715,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(94);
Otu0150,706,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Clavariaceae(100);g__Clavulinopsis(100);s__Clavulinopsis_luteoalba(100);
Otu0151,686,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu0152,678,k__Fungi(100);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);
Otu0153,678,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(93);o__Hypocreales_unclassified(93);o__Hypocreales_unclassified(93);o__Hypocreales_unclassified(93);
Otu0154,665,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0155,659,k__Fungi(100);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);
Otu0156,657,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu0157,655,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Fusarium(100);g__Fusarium_unclassified(100);
Otu0158,653,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0159,645,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_biramosa(100);
Otu0160,643,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu0161,636,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu0162,630,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0163,625,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_ranarum(87);
Otu0164,623,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(83);
Otu0165,621,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0166,615,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Russulaceae(100);f__Russulaceae_unclassified(92);f__Russulaceae_unclassified(92);
Otu0167,609,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(94);c__Sordariomycetes_unclassified(94);c__Sordariomycetes_unclassified(94);c__Sordariomycetes_unclassified(94);c__Sordariomycetes_unclassified(94);
Otu0168,604,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(99);
Otu0169,598,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Mariannaea(100);s__Mariannaea_superimposita(100);
Otu0170,592,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(79);p__Ascomycota_unclassified(79);p__Ascomycota_unclassified(79);p__Ascomycota_unclassified(79);p__Ascomycota_unclassified(79);
Otu0171,591,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Meruliaceae(100);g__Phlebia(100);s__Phlebia_sp_olrim964(100);
Otu0172,578,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu0173,575,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0174,573,k__Fungi(100);p__Basidiomycota(99);c__Agaricomycetes(98);c__Agaricomycetes_unclassified(98);c__Agaricomycetes_unclassified(98);c__Agaricomycetes_unclassified(98);c__Agaricomycetes_unclassified(98);
Otu0175,573,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(91);
Otu0176,570,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu0177,565,k__Fungi(100);p__Ascomycota(93);p__Ascomycota_unclassified(93);p__Ascomycota_unclassified(93);p__Ascomycota_unclassified(93);p__Ascomycota_unclassified(93);p__Ascomycota_unclassified(93);
Otu0178,560,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);
Otu0179,550,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_sp_WD32A(100);
Otu0180,550,k__Fungi(100);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);
Otu0181,548,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);g__Chaetosphaeria(100);s__Chaetosphaeria_sp(100);
Otu0182,546,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(97);c__Dothideomycetes_unclassified(90);c__Dothideomycetes_unclassified(90);c__Dothideomycetes_unclassified(90);c__Dothideomycetes_unclassified(90);
Otu0183,542,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(65);o__Capnodiales_unclassified(65);o__Capnodiales_unclassified(65);
Otu0184,534,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Ophiocordycipitaceae(100);f__Ophiocordycipitaceae_unclassified(68);f__Ophiocordycipitaceae_unclassified(68);
Otu0185,524,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_ranarum(98);
Otu0186,523,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);o__Hypocreales_unclassified(100);
Otu0187,512,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0188,506,k__Fungi(100);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);
Otu0189,505,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Ophiocordycipitaceae(100);g__Elaphocordyceps(100);g__Elaphocordyceps_unclassified(100);
Otu0190,497,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Bionectriaceae(100);g__unclassified_Bionectriaceae(91);s__Bionectriaceae_sp(91);
Otu0191,486,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_biramosa(100);
Otu0192,482,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(99);o__Capnodiales_unclassified(99);o__Capnodiales_unclassified(99);
Otu0193,475,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);p__Ascomycota_unclassified(95);
Otu0194,469,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Cylindrium(100);s__Cylindrium_sp(100);
Otu0195,467,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Pestalotiopsis(100);g__Pestalotiopsis_unclassified(93);
Otu0196,465,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(57);
Otu0197,465,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_heterosporus(99);
Otu0198,463,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(99);
Otu0199,450,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(76);f__Nectriaceae_unclassified(76);
Otu0200,438,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Thelephorales(100);f__Thelephoraceae(100);f__Thelephoraceae_unclassified(68);f__Thelephoraceae_unclassified(68);
Otu0201,438,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(98);
Otu0202,436,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0203,433,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);o__Capnodiales_unclassified(100);
Otu0204,431,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);g__Chloridium(100);g__Chloridium_unclassified(96);
Otu0205,429,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Trechisporales(100);f__Hydnodontaceae(100);g__Trechispora(100);s__Trechispora_sp(100);
Otu0206,423,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Zasmidium(100);s__Zasmidium_angulare(98);
Otu0207,418,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__unclassified_Dermateaceae(100);s__uncultured_Dermateaceae(100);
Otu0208,411,k__Fungi(100);p__Ascomycota(89);p__Ascomycota_unclassified(89);p__Ascomycota_unclassified(89);p__Ascomycota_unclassified(89);p__Ascomycota_unclassified(89);p__Ascomycota_unclassified(89);
Otu0209,405,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(95);o__Helotiales_unclassified(95);o__Helotiales_unclassified(95);
Otu0210,404,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lophiostomataceae(100);g__Lophiostoma(100);g__Lophiostoma_unclassified(98);
Otu0211,403,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Mycosphaerella(100);s__Mycosphaerella_nyssicola(100);
Otu0212,403,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(66);o__Eurotiales(63);o__Eurotiales_unclassified(59);o__Eurotiales_unclassified(59);o__Eurotiales_unclassified(59);
Otu0213,402,k__Fungi(100);p__Ascomycota(100);c__Ascomycota_class_Incertae_sedis(100);o__Ascomycota_order_Incertae_sedis(100);f__Ascomycota_family_Incertae_sedis(100);g__Gorgomyces(96);s__Gorgomyces_hungaricus(96);
Otu0214,401,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Mycosphaerella(96);g__Mycosphaerella_unclassified(94);
Otu0215,399,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Trichosphaeriales(100);f__Trichosphaeriales_family_Incertae_sedis(100);g__unclassified_Trichosphaeriales(100);s__Trichosphaeriales_sp(100);
Otu0216,399,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Schizoparmaceae(100);g__Pilidiella(100);s__Pilidiella_tibouchinae(100);
Otu0217,397,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporales_family_Incertae_sedis(100);g__Stagonosporopsis(99);g__Stagonosporopsis_unclassified(54);
Otu0218,390,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(99);o__Hypocreales_unclassified(99);o__Hypocreales_unclassified(99);
Otu0219,390,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiales_family_Incertae_sedis(55);g__Leptodontidium(55);g__Leptodontidium_unclassified(55);
Otu0220,386,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(93);
Otu0221,376,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(97);g__Cryptosporiopsis(87);s__Cryptosporiopsis_actinidiae(87);
Otu0222,375,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Russulaceae(100);g__Russula(100);s__Russula_chloroides(100);
Otu0223,375,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mucorales(100);f__Umbelopsidaceae(100);g__Umbelopsis(100);s__Umbelopsis_dimorpha(100);
Otu0224,373,k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryomycetes_order_Incertae_sedis(96);f__Microbotryomycetes_family_Incertae_sedis(96);g__Curvibasidium(96);s__Curvibasidium_cygneicollum(96);
Otu0225,373,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Cordycipitaceae(100);g__Beauveria(100);s__Beauveria_brongniartii(89);
Otu0226,370,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_ranarum(82);
Otu0227,370,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);g__Basidiobolus_unclassified(78);
Otu0228,369,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Russulaceae(100);g__Russula(100);s__Russula_fellea(100);
Otu0229,364,k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(62);p__Ascomycota_unclassified(62);p__Ascomycota_unclassified(62);p__Ascomycota_unclassified(62);p__Ascomycota_unclassified(62);
Otu0230,364,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Monochaetia(100);s__Monochaetia_sp_PSH2004I_1031(58);
Otu0231,354,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0232,349,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Basidiobolales(100);f__Basidiobolaceae(100);g__Basidiobolus(100);s__Basidiobolus_sp(92);
Otu0233,349,k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0234,349,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(98);f__Mycosphaerellaceae(64);f__Mycosphaerellaceae_unclassified(64);f__Mycosphaerellaceae_unclassified(64);
Otu0235,349,k__Fungi(100);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);k__Fungi_unclassified(94);
Otu0236,343,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_family_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_spinosum(100);
Otu0237,343,k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(100);f__Nectriaceae_unclassified(100);
Otu0238,339,k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);o__Capnodiales_unclassified(90);o__Capnodiales_unclassified(90);o__Capnodiales_unclassified(90);
Otu0239,335,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);
Otu0240,334,k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Capronia(100);s__Capronia_semi-immersa(100);
Otu0241,334,k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Agrocybe(100);s__Agrocybe_praecox(100);
Otu0242,334,k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Vibrisseaceae(100);g__Phialocephala(100);g__Phialocephala_unclassified(95);
Otu0243,329,k__Fungi(100);p__Zygomycota(100);c__Zygomycota_class_Incertae_sedis(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_macrocystis(100);
